config,shape,diameter,depth,pair,js2d,js2d_null,js2d_null_p95,corr_obs,corr_true,cov_obs,cov_true,n_obs,n_true
symdia_d0.3_c+0.0,diamond,0.3,75m,T-S,0.5353144840111334,0.6450279254829712,0.7146533018457472,0.5702587688362877,0.5839381552606999,0.02521628172653026,0.02543445992170167,864,5184
symdia_d0.3_c+0.0,diamond,0.3,depthavg,velocity U-V,0.5455036692376576,0.6463536849843955,0.7080705623450407,0.41258414696754486,0.4143744194437508,0.022821569893148482,0.022799441230394138,864,5184
symdia_d0.3_c+0.0,diamond,0.3,depthavg,Reynolds stress u'v',0.5597114737497991,0.6406855119060015,0.7103333074158347,0.412910096815396,0.41442993694832747,0.022830870659776247,0.022801162347200126,864,5184
symdia_d0.3_c+0.0,diamond,0.3,depthavg,zonal heat flux u'T',0.5021599654738299,0.6196008784510869,0.6515877527290885,0.44855105663701506,0.4667240633835409,0.036662800353223356,0.03788616353392874,864,5184
symdia_d0.3_c+0.0,diamond,0.3,depthavg,merid. heat flux v'T',0.5450361784786869,0.6433521589413762,0.7035719369069536,-0.07426672529973534,-0.07085805869409467,-0.0080756106193254,-0.007720351001277455,864,5184
symdia_d0.3_c+0.0,diamond,0.3,depthavg,vertical heat flux w'T',0.5326180335691788,0.6974884943023769,0.7195237602979768,0.04650679746160636,0.0017398974147606954,1.5510784327693932e-06,6.02924569291084e-08,864,5184
symdia_d0.3_c+0.0,diamond,0.3,depthavg,T-S,0.45760233410059553,0.591096459305615,0.6278198932914882,0.3461478100202751,0.3527574628357679,0.01472217487103958,0.015003484584393338,864,5184
symdia_d0.5_c+0.0,diamond,0.5,25m,velocity U-V,0.5693735357253507,0.6805836405250987,0.7677458774823843,0.4520414756505305,0.4606986873532185,0.029689561186361634,0.030555399998591293,864,15552
symdia_d0.5_c+0.0,diamond,0.5,25m,Reynolds stress u'v',0.569390759741194,0.7092696275948149,0.7698488079056175,0.4523779247928383,0.4607551401070452,0.02969600948026602,0.030555604954432308,864,15552
symdia_d0.5_c+0.0,diamond,0.5,25m,zonal heat flux u'T',0.5179713959223349,0.6253917182716948,0.7167629108637363,0.3294084582687435,0.35653541516591325,0.030455733115829612,0.03245417235266615,864,15552
symdia_d0.5_c+0.0,diamond,0.5,25m,merid. heat flux v'T',0.5636718919923283,0.6752951150991692,0.7463512865257179,-0.12871473168224992,-0.1270047181251979,-0.0153311012910275,-0.015006649508037411,864,15552
symdia_d0.5_c+0.0,diamond,0.5,25m,vertical heat flux w'T',0.5017730893619488,0.6880625718566774,0.7219507893738615,0.06071596607557378,0.05213818947281653,1.604382112365417e-06,1.4573665687996265e-06,864,15552
symdia_d0.5_c+0.0,diamond,0.5,25m,T-S,0.48077482168417135,0.6079742518613166,0.6766556063641861,0.039353071523751296,0.05475045335575653,0.001989300098309989,0.002728584286447189,864,15552
symdia_d0.5_c+0.0,diamond,0.5,50m,velocity U-V,0.556033813503266,0.700056084435889,0.7603393604403565,0.3728090289892567,0.38586703840413056,0.02129901912381564,0.021918455115446406,864,15552
symdia_d0.5_c+0.0,diamond,0.5,50m,Reynolds stress u'v',0.5579520409128788,0.7209439604106396,0.7688564913430471,0.3737934629075306,0.38610987771511285,0.021333580904422868,0.021927151730954934,864,15552
symdia_d0.5_c+0.0,diamond,0.5,50m,zonal heat flux u'T',0.5283868027656234,0.6619006899883209,0.7350932932938862,0.4006785778441082,0.43200193178679225,0.03321590426022815,0.035146726101202626,864,15552
symdia_d0.5_c+0.0,diamond,0.5,50m,merid. heat flux v'T',0.5618676314281196,0.7137128171867279,0.7628704021836202,-0.04708383599840949,-0.04680036759290422,-0.005267632312616648,-0.00524293791381945,864,15552
symdia_d0.5_c+0.0,diamond,0.5,50m,vertical heat flux w'T',0.5246801560305199,0.7216510591485272,0.7504615085289711,0.021378277987046477,0.04860395661670484,9.043884243375501e-07,2.125043006597407e-06,864,15552
