config,shape,diameter,depth,field,js,js_null,js_null_p95,wasserstein,w_null,w_null_p95,obs_mean,true_mean,obs_std,true_std,obs_skew,true_skew,n_obs,n_true
symsq_d0.5_c+0.0,square,0.5,50m,V,0.09192646976145362,0.19309697456155656,0.24575162553747673,0.0037189530189402917,0.008822670625552337,0.012687266963847317,-0.018301937496633995,-0.018397828469606647,0.2767684425578042,0.27865182354188844,0.003028699639531911,0.007955166096910075,864,24192
symsq_d0.5_c+0.0,square,0.5,50m,W,0.1410917068594905,0.18259810761046075,0.24721590165725962,6.255954357175982e-06,8.037479058025926e-06,1.3137408425938367e-05,4.370779644094999e-07,2.344514758951647e-06,0.00010179231342600579,0.00011099419482164821,-0.9072251382934502,-0.968567651824962,864,24192
symsq_d0.5_c+0.0,square,0.5,50m,sigma0,0.12750973289310408,0.1969895322753532,0.2817925128271213,0.0034271241519067304,0.00952361910451416,0.017735228554115714,23.270391472144325,23.271913008508584,0.12882462128743488,0.1269869694038043,0.07116510450075256,0.17310422234363843,864,24192
symsq_d0.5_c+0.0,square,0.5,75m,T,0.12061652048254834,0.1828060271679753,0.2872256950163623,0.018479945092254643,0.02861290856114452,0.051702879645206284,25.127692843740554,25.110821317428005,0.5589871971231846,0.557826232022717,-0.4015164898306513,-0.3817932685169069,864,24192
symsq_d0.5_c+0.0,square,0.5,75m,S,0.13402398284143693,0.21069308297961192,0.3021370101102518,0.0030005434119461005,0.012983461398266217,0.03214799796462688,35.18687559990711,35.18691707729663,0.08271672376563498,0.08017740342813487,0.1718321033079262,0.2513574265908523,864,24192
symsq_d0.5_c+0.0,square,0.5,75m,U,0.10716785633355541,0.21398402291951701,0.2853035921296361,0.00730894457055764,0.014066506828962516,0.03783274566005642,0.25502498217882813,0.2615971899789703,0.2185282558613964,0.21876337610354046,0.3843904936991673,0.39187890699712946,864,24192
symsq_d0.5_c+0.0,square,0.5,75m,V,0.13020009786282646,0.18682399206454792,0.2535572635728852,0.003402267466064667,0.008175980798773148,0.01263487888487899,-0.027141052636725994,-0.026726564945430117,0.2274766022563584,0.22650009500405371,-0.004226956748624232,0.002305259225983059,864,24192
symsq_d0.5_c+0.0,square,0.5,75m,W,0.12258838229945138,0.19547842757631062,0.2547845987072121,4.991195846191798e-06,7.264656325583015e-06,1.0198758965096323e-05,9.7111869900565e-06,6.912525341850858e-06,0.00011780728121346399,0.00012251178139686958,0.03369494726933215,-0.13019240528756773,864,24192
symsq_d0.5_c+0.0,square,0.5,75m,sigma0,0.11099831926014701,0.21419151769627184,0.2727644986400368,0.006600652001466537,0.012090091243597676,0.022423414647967828,23.44440583239792,23.449598055095247,0.14669282310002338,0.14490523789238666,0.18900244379747824,0.2494219417360763,864,24192
symsq_d0.5_c+0.0,square,0.5,depthavg,T,0.11820294764001893,0.19886180476451648,0.28371419361417843,0.009158755267686093,0.01942170970979373,0.034605549161439146,25.5334885531161,25.525763954261834,0.4030464449955509,0.40153815882826593,-0.6753264390534675,-0.7355315878272443,864,24192
symsq_d0.5_c+0.0,square,0.5,depthavg,S,0.13235237439478748,0.1845045092548148,0.26065873881936774,0.0014929625330341136,0.008436211954357403,0.021685450888936086,35.14674676340425,35.14714256508958,0.1062653564481175,0.10615653045035804,0.08027568755620534,0.08652787610734548,864,24192
