config,family,pattern,width,center_lat,n_gliders_cell,n_gliders_total,cell_height_deg,min_depth,max_depth,nc_path,mean_true_25,mean_est_25,mean_bias_25,std_true_25,std_est_25,std_ratio_25,corr_25,js_25,ks_25,adv_mean_true_25,adv_mean_est_25,adv_mean_bias_25,adv_std_true_25,adv_std_est_25,adv_std_ratio_25,adv_corr_25,adv_js_25,adv_ks_25,mean_true_50,mean_est_50,mean_bias_50,std_true_50,std_est_50,std_ratio_50,corr_50,js_50,ks_50,adv_mean_true_50,adv_mean_est_50,adv_mean_bias_50,adv_std_true_50,adv_std_est_50,adv_std_ratio_50,adv_corr_50,adv_js_50,adv_ks_50,mean_true_70,mean_est_70,mean_bias_70,std_true_70,std_est_70,std_ratio_70,corr_70,js_70,ks_70,adv_mean_true_70,adv_mean_est_70,adv_mean_bias_70,adv_std_true_70,adv_std_est_70,adv_std_ratio_70,adv_corr_70,adv_js_70,adv_ks_70
symhex_d0.75_c+0.5,symhex,symhex_d0.75,0.375,0.5,6,6,0.8660254037844387,8,80,data_heat_1day/symhex_d0.75_c+0.5__cell_+0.50.nc,7.803670087014325e-06,5.203390027056394e-06,-2.600281026339912e-06,1.8691082004806958e-05,1.7140086603450812e-05,0.917019496198387,0.982421830099183,0.3935826317325892,0.16049382716049382,1.8921411992778303e-08,1.516407196403226e-08,-3.757341734600298e-09,9.805291512066105e-08,7.031442787815572e-08,0.717106959967777,0.9424159108414472,0.371474799539361,0.1111111111111111,6.381442290148698e-06,3.783712683764428e-06,-2.5977291678324696e-06,3.1438048608833924e-05,2.8591972510645217e-05,0.9094703321570355,0.9762108868773255,0.3819932635439916,0.13580246913580246,5.360552108868433e-07,4.2412371087763823e-07,-1.1193146957470238e-07,1.5655169818273862e-06,1.2578161742417458e-06,0.8034509934050863,0.9808934745965877,0.4536062672092757,0.07407407407407407,-4.051430551044177e-06,-6.362741848766793e-06,-2.311311200878271e-06,3.8191261410247535e-05,3.608480959775315e-05,0.9448446651220277,0.9791367466663637,0.4487414342192397,0.06172839506172839,5.407030698734161e-07,5.903759323432868e-07,4.9672821386136324e-08,2.9637253646797035e-06,3.079271697716639e-06,1.0389868556695445,0.9781826546820078,0.3739507008541245,0.06172839506172839
symhex_d1.0_c-0.5,symhex,symhex_d1.0,0.5,-0.5,6,6,1.1547005383792517,8,80,data_heat_1day/symhex_d1.0_c-0.5__cell_-0.50.nc,2.3930160750751384e-06,1.0627390081102245e-06,-1.3302772443045384e-06,1.1612256457738113e-05,1.041200283139746e-05,0.8966390700456125,0.9559594965544604,0.43695613153232227,0.08641975308641975,1.5251988116915527e-08,1.6586730622054328e-08,1.3347337874894346e-09,6.239086758341728e-08,6.448508780325144e-08,1.033566133970395,0.8533227686222093,0.34646104754291196,0.06172839506172839,2.940108061011415e-06,8.869277641100392e-07,-2.0531805421702007e-06,2.2191621610545553e-05,2.0130242308172837e-05,0.9071100193330108,0.9619172706775753,0.41293556008340054,0.12345679012345678,1.3464195092183218e-07,1.2592447698181573e-07,-8.717520428206991e-09,4.2044700876431307e-07,4.729269547029727e-07,1.1248194061194474,0.9341246652420939,0.4317496499104286,0.06172839506172839,2.6499328669160604e-06,-3.183359576270735e-07,-2.9682687963516926e-06,2.7568365112529136e-05,2.6292626538238542e-05,0.9537245473540684,0.9701954232335918,0.34470791338241075,0.1111111111111111,3.2739771427259257e-07,3.1118210098919605e-07,-1.6215681655316385e-08,9.86851205198036e-07,1.0315327810320926e-06,1.0452769126679944,0.890156642213367,0.47316001043249367,0.04938271604938271
symhex_d1.0_c+0.0,symhex,symhex_d1.0,0.5,0.0,6,6,1.1547005383792517,8,80,data_heat_1day/symhex_d1.0_c+0.0__cell_+0.00.nc,3.106851863776683e-06,1.1873188943358845e-06,-1.9195330775134714e-06,1.0436546290293336e-05,8.536621525044272e-06,0.8179546458758951,0.9354349801352959,0.42034792973636553,0.1728395061728395,6.705401123241472e-09,4.138422661960075e-09,-2.5669788803563247e-09,8.850823007833242e-08,6.156981885537952e-08,0.6956394767005102,0.95832700128241,0.3011130645575933,0.07407407407407407,3.069932063226588e-06,1.210022241326858e-06,-1.859910401562249e-06,1.5612826246069744e-05,1.3894126252163466e-05,0.889917432832577,0.9207365518775966,0.4496973665201238,0.13580246913580246,1.9718108035249315e-07,1.418228630328894e-07,-5.535826199717133e-08,8.955045700531628e-07,7.920305296183055e-07,0.8844516891424524,0.9833320366052911,0.35797977538338965,0.14814814814814814,-1.3994392134009104e-07,-1.6061440948261022e-06,-1.4662001233971356e-06,2.6017140044132248e-05,2.293061081077407e-05,0.8813655448630183,0.9478523528704152,0.4954284098102792,0.08641975308641975,4.028293858482357e-07,4.3384932617068537e-07,3.101983192082206e-08,1.8546004412201e-06,1.7128227914677222e-06,0.9235535339034506,0.957111239043622,0.32934401738442326,0.07407407407407407
symhex_d1.0_c+0.5,symhex,symhex_d1.0,0.5,0.5,6,6,1.1547005383792517,8,80,data_heat_1day/symhex_d1.0_c+0.5__cell_+0.50.nc,7.737521627859678e-06,3.97970668084527e-06,-3.757813745780508e-06,1.6421328837168403e-05,1.4289705570107224e-05,0.8701917921382577,0.9665696855110958,0.43807359452192435,0.2222222222222222,1.3663392195439883e-08,1.0198101645512254e-08,-3.465290067802999e-09,8.921231398062446e-08,5.617643896052287e-08,0.6296937771698594,0.9412881930972783,0.39004329333156057,0.08641975308641975,7.120350346667692e-06,3.3095346009952925e-06,-3.8108151512726985e-06,2.780905197141692e-05,2.4392436706886974e-05,0.8771401747876318,0.9524945668486452,0.5015732174943944,0.19753086419753085,4.782143605552847e-07,2.7914850628718905e-07,-1.990658164876173e-07,1.4057972066439106e-06,9.039016064076736e-07,0.642981506959725,0.9684612314608271,0.3895382687853729,0.1111111111111111,-3.6272647321311524e-06,-5.163756939777384e-06,-1.536492264138766e-06,3.545802610460669e-05,3.12971634972512e-05,0.8826538568424454,0.9535020604573403,0.43063970395294665,0.1111111111111111,5.717091084989079e-07,5.444676322224879e-07,-2.7241493902923964e-08,2.756203230092069e-06,2.8297549324240776e-06,1.0266858777063226,0.9673077619902312,0.39241332155616604,0.06172839506172839
symsq_d0.3_c-0.5,symsq,symsq_d0.3,0.15,-0.5,4,4,0.3,8,80,data_heat_1day/symsq_d0.3_c-0.5__cell_-0.50.nc,2.4160258362826426e-06,2.005695452335013e-06,-4.1033011236240567e-07,1.6777774362708442e-05,1.5186698659624745e-05,0.9051676540232808,0.9794570193794833,0.324352267520061,0.04938271604938271,2.8299304233314615e-08,2.4305430724116783e-08,-3.9938780364406114e-09,1.3246975072433997e-07,9.635561933693449e-08,0.727378279268024,0.9844946881532353,0.3134275456711996,0.04938271604938271,2.1230264337646076e-06,1.3871335557500554e-06,-7.358920155384809e-07,3.151151759084314e-05,2.9604041420586528e-05,0.939467333975343,0.9842735384460837,0.42045232523217557,0.04938271604938271,1.7918709716013836e-07,2.0160554128760656e-07,2.241839552231538e-08,6.560200063177035e-07,7.536184592794186e-07,1.1487735923017708,0.9695561376321639,0.4102327130898475,0.08641975308641975,2.1445709990075557e-06,1.2562085024888372e-06,-8.883626098546715e-07,3.7590089050354436e-05,3.6204001936995954e-05,0.9631262615126629,0.9758780196978272,0.3753264788233904,0.06172839506172839,3.977415303779708e-07,4.1654543470487913e-07,1.8803885773847865e-08,1.2799058595192037e-06,1.28618818587448e-06,1.0049084284664782,0.9702137448829019,0.5042554078964393,0.04938271604938271
symsq_d0.3_c+0.0,symsq,symsq_d0.3,0.15,0.0,4,4,0.3,8,80,data_heat_1day/symsq_d0.3_c+0.0__cell_+0.00.nc,9.61528712650761e-07,-9.622932075874063e-08,-1.0577582923628536e-06,1.4259857380238827e-05,1.4411942430063598e-05,1.0106652574264543,0.9757835923784307,0.37663103127934644,0.08641975308641975,-1.1210514294646146e-08,-1.719692920293033e-08,-5.98642070611554e-09,1.771204836131801e-07,1.7725537011767164e-07,1.000761552259456,0.9780887911566704,0.16415407232800155,0.06172839506172839,2.2487320165964775e-06,1.36376437735229e-06,-8.849670441427163e-07,2.2077179892221466e-05,2.1189362306136017e-05,0.9597857339379539,0.9764540630096435,0.5334405615919507,0.09876543209876543,8.750798308199137e-09,-3.7101582181659936e-08,-4.585237342829228e-08,1.457044845665223e-06,1.493219558313582e-06,1.024827453153539,0.9939599058082839,0.3172575798843913,0.08641975308641975,-6.742387204106137e-10,-3.8018883308367986e-08,-3.7344938611335774e-08,4.069209535373375e-05,3.9145127539497124e-05,0.9619835793465799,0.9812188034387725,0.32036806636387266,0.04938271604938271,2.8314224209680106e-07,1.7260494476964697e-07,-1.1053730504663071e-07,2.5125073079834692e-06,2.3871866236727043e-06,0.9501212657521195,0.9865422024815472,0.3573712709090433,0.06172839506172839
symsq_d0.3_c+0.5,symsq,symsq_d0.3,0.15,0.5,4,4,0.3,8,80,data_heat_1day/symsq_d0.3_c+0.5__cell_+0.50.nc,7.855302101233974e-06,6.362620453857636e-06,-1.4926808766567705e-06,2.345509346923791e-05,2.3228386914176376e-05,0.9903344424801007,0.9815196472777398,0.33477705893645054,0.1111111111111111,2.4319463776123484e-08,2.2457112513498676e-08,-1.8623503155086252e-09,1.1976284497450251e-07,1.0017747163524044e-07,0.8364653633317429,0.9833983187206825,0.3827904623311797,0.07407407407407407,6.133924216555897e-06,3.7472475955200798e-06,-2.386675444166516e-06,4.038036786369048e-05,3.9928082257685785e-05,0.9887993688534129,0.9796311983588384,0.45569016649847427,0.09876543209876543,5.226280563874752e-07,5.295414904297047e-07,6.913493407636449e-09,1.621167598386819e-06,1.6449184784102973e-06,1.0146504778698464,0.9858009927206564,0.40751494933476445,0.06172839506172839,-3.3613541745580733e-06,-6.359838453823294e-06,-2.99848385364135e-06,4.430034459801391e-05,4.50316902513964e-05,1.0165088028099736,0.9620451942446927,0.4371419084052574,0.09876543209876543,5.833128966514778e-07,6.506450963747476e-07,6.733210318595123e-08,3.425428531045327e-06,3.871774430487746e-06,1.1303036672337778,0.9660285529975634,0.25079471189967967,0.06172839506172839
symsq_d0.5_c-0.5,symsq,symsq_d0.5,0.25,-0.5,4,4,0.5,8,80,data_heat_1day/symsq_d0.5_c-0.5__cell_-0.50.nc,2.3105262698663864e-06,1.2774687185468888e-06,-1.0330576811470598e-06,1.4014457519806456e-05,1.273892677334392e-05,0.9089846506966222,0.9332683219602803,0.3620734774109183,0.08641975308641975,2.47500704375625e-08,2.5369025027615612e-08,6.189673137572372e-10,1.0464753330552412e-07,9.102086333416196e-08,0.8697850819705577,0.9331317744733076,0.35847358122860234,0.07407407407407407,1.931200131366495e-06,-4.8786571672342425e-08,-1.979985741371878e-06,2.7135001801070757e-05,2.533766593949797e-05,0.9337631935774604,0.9464153687031287,0.4510163698894295,0.09876543209876543,1.9679755780543928e-07,2.11085480556963e-07,1.4287891769448053e-08,6.39164284166327e-07,7.265759692173641e-07,1.1367593390563895,0.971656837264239,0.36833873683946466,0.09876543209876543,1.6524294323971844e-06,-1.3217878623994813e-06,-2.974217344622375e-06,3.2743439078330994e-05,3.204420320320696e-05,0.9786450081357894,0.9420374740633279,0.37395280596063535,0.08641975308641975,4.0899558939599956e-07,3.735404696323266e-07,-3.545510533351487e-08,1.1673453172988957e-06,1.2175812794720887e-06,1.0430343630361523,0.9471330080438222,0.5093541059922333,0.07407407407407407
symsq_d0.5_c+0.0,symsq,symsq_d0.5,0.25,0.0,4,4,0.5,8,80,data_heat_1day/symsq_d0.5_c+0.0__cell_+0.00.nc,2.154762796635623e-06,2.107048521303555e-07,-1.944058376269632e-06,1.2837737813242711e-05,1.1340087637202997e-05,0.8833400247125456,0.9418958071857081,0.42704859196985223,0.09876543209876543,-5.3739626082460745e-09,-1.0994057160203397e-08,-5.620091903869823e-09,1.365149415732958e-07,1.1579029867973374e-07,0.8481877320188072,0.9357892580969799,0.25607976906673424,0.09876543209876543,3.1862589366937755e-06,1.4722589059013076e-06,-1.7140012459959883e-06,1.979098487936426e-05,1.6159224057945953e-05,0.8164941844200444,0.9517640923932348,0.4439624591070688,0.09876543209876543,8.058476907990553e-08,1.8679581886489404e-08,-6.190517124458261e-08,1.2034099654556485e-06,1.1398623142829278e-06,0.9471936804606238,0.985487228254108,0.3803567236923887,0.08641975308641975,8.816680008294497e-08,-2.8088724864446485e-07,-3.6905361029622527e-07,3.531818219926208e-05,3.2328398795235664e-05,0.9153471889589809,0.9673303351340049,0.37006167127158485,0.08641975308641975,3.179653162987961e-07,2.821224894654581e-07,-3.5842839728372847e-08,2.2429276214097627e-06,2.117082991832861e-06,0.9438926925792623,0.970075059648123,0.3705603482954061,0.07407407407407407
symsq_d0.5_c+0.5,symsq,symsq_d0.5,0.25,0.5,4,4,0.5,8,80,data_heat_1day/symsq_d0.5_c+0.5__cell_+0.50.nc,7.578855274914531e-06,6.008954528865921e-06,-1.5699005864095023e-06,2.0733426936203614e-05,1.951689195889446e-05,0.9413249444458743,0.9750997257913837,0.3950292423415583,0.09876543209876543,2.2822076672923686e-08,1.929307295021929e-08,-3.52900397918647e-09,1.0808316375232607e-07,8.128446112556298e-08,0.752054790992493,0.9310003985316949,0.3967356426247912,0.06172839506172839,5.675561169482535e-06,3.931875816077375e-06,-1.7436852621091904e-06,3.494595512165688e-05,3.268693862929133e-05,0.9353568536186443,0.9684806122190406,0.3774960460572626,0.07407407407407407,5.343867428564408e-07,4.5104607394876314e-07,-8.334068973600973e-08,1.547087663311686e-06,1.4105562840917666e-06,0.9117494228299506,0.9692697994442944,0.3488493860928086,0.06172839506172839,-3.911950898327632e-06,-5.209259418542425e-06,-1.2973088984691471e-06,3.945068965549581e-05,3.935022583240682e-05,0.9974534330333312,0.9578912876298419,0.40196232955939043,0.07407407407407407,5.555140774049505e-07,4.914172624257735e-07,-6.409680256592416e-08,3.120086148555856e-06,3.2599440803089406e-06,1.0448250224814524,0.9437427093168491,0.4451817424258332,0.07407407407407407
symsq_d0.75_c-0.5,symsq,symsq_d0.75,0.375,-0.5,4,4,0.75,8,80,data_heat_1day/symsq_d0.75_c-0.5__cell_-0.50.nc,2.310254785697907e-06,7.499741651201102e-07,-1.5602807739146735e-06,1.207188415719429e-05,1.0837880564250956e-05,0.8977787082053861,0.9276732199080071,0.48909731391177713,0.1111111111111111,1.849219088967402e-08,2.0960766583552407e-08,2.4685758569852116e-09,7.33831697630194e-08,8.587409696061556e-08,1.170215149303769,0.812677229866233,0.3726965809398011,0.08641975308641975,2.4925091111072106e-06,-3.9606972675300497e-07,-2.888579416119194e-06,2.3404634703183547e-05,2.1098200663582647e-05,0.901453961198242,0.9359438204361062,0.3781904140302038,0.09876543209876543,1.6632209565159428e-07,1.8347428294338248e-07,1.7152205206127595e-08,5.023341032028839e-07,6.181351553165768e-07,1.2305259614574147,0.971282674004493,0.38679881957208534,0.06172839506172839,2.095308673233376e-06,-2.5470210259615965e-06,-4.642329560946162e-06,2.9157834433135577e-05,2.7696712890764992e-05,0.9498892297464268,0.9274462337682696,0.39087751480681243,0.1111111111111111,3.741794216693961e-07,3.3784323741574585e-07,-3.6336125480362164e-08,1.046989837050205e-06,1.1540384209547882e-06,1.1022441480484493,0.8876986336662422,0.5600085110746763,0.07407407407407407
symsq_d0.75_c+0.0,symsq,symsq_d0.75,0.375,0.0,4,4,0.75,8,80,data_heat_1day/symsq_d0.75_c+0.0__cell_+0.00.nc,2.764831606327789e-06,5.537822791193667e-07,-2.211048641392135e-06,1.0918694897554815e-05,8.407157138420463e-06,0.7699782086871209,0.905880197070333,0.3977024349137215,0.14814814814814814,2.840585544561236e-09,-2.308045931360752e-09,-5.148631337486772e-09,1.0370897030043125e-07,7.955904746312652e-08,0.7671375699966398,0.9131696215399167,0.2516786003451096,0.08641975308641975,2.9190071018092567e-06,1.3192153271252637e-06,-1.5997920794059472e-06,1.640684058656916e-05,1.2607084876851962e-05,0.7684041793623737,0.8880955537054603,0.5259213902320714,0.12345679012345678,1.749106104398379e-07,7.150414222593512e-08,-1.034064520238356e-07,9.781307426237618e-07,8.429573229839759e-07,0.861804343990668,0.9612903520545862,0.3255851292512497,0.14814814814814814,-2.1059915411569818e-07,2.3264154408763907e-07,4.4324049135645166e-07,2.937441604444757e-05,2.5352875636049692e-05,0.8630937751302791,0.9227645252516229,0.4296766029383032,0.06172839506172839,3.860226911456266e-07,3.459424731571612e-07,-4.008026798962092e-08,1.9727003746083938e-06,1.907494379395734e-06,0.9669458190144037,0.934573901208922,0.3336638579093665,0.09876543209876543
symsq_d0.75_c+0.5,symsq,symsq_d0.75,0.375,0.5,4,4,0.75,8,80,data_heat_1day/symsq_d0.75_c+0.5__cell_+0.50.nc,7.821592589607462e-06,4.84593988709712e-06,-2.975652641302788e-06,1.8219956473330967e-05,1.575363609775568e-05,0.8646363190172651,0.9497181037301908,0.4131387842521337,0.16049382716049382,1.7642783234350645e-08,1.5267186891042572e-08,-2.37560006898011e-09,9.624088903592565e-08,6.815896019690098e-08,0.7082120799139543,0.9206120174426697,0.3529346731460909,0.08641975308641975,6.558866516570561e-06,3.796458175510334e-06,-2.762407827364144e-06,3.06153015117161e-05,2.593363611540237e-05,0.847080865934895,0.937836359142163,0.4490393206903227,0.14814814814814814,5.187660008232342e-07,2.95717522501696e-07,-2.230485168596409e-07,1.5232170653689536e-06,1.0044734834540837e-06,0.6594421151727184,0.9475630952559584,0.37876359712309954,0.07407407407407407,-3.986280262324726e-06,-3.99490515450185e-06,-8.625390609696115e-09,3.786292654694989e-05,3.254126953374396e-05,0.8594494008114483,0.9254176487065852,0.4418820708871849,0.08641975308641975,5.373492513172096e-07,5.31500326797959e-07,-5.848842941159128e-09,2.9021721275057644e-06,3.1195296740711764e-06,1.074894781224509,0.9160264420907774,0.4115303399670414,0.07407407407407407
symsq_d1.0_c-0.5,symsq,symsq_d1.0,0.5,-0.5,4,4,1.0,8,80,data_heat_1day/symsq_d1.0_c-0.5__cell_-0.50.nc,2.266075398438261e-06,3.8808587656889464e-07,-1.877989624152432e-06,1.1241540050832555e-05,9.653581259739287e-06,0.8587418819919017,0.8824618095290029,0.4240226854595414,0.14814814814814814,1.2967700691035589e-08,1.5810880790428432e-08,2.8431741531890893e-09,5.84359298727577e-08,7.002264808299851e-08,1.1982807193360405,0.8107388114238717,0.37570042323197134,0.1111111111111111,2.8660494990617735e-06,-3.9374811608654033e-07,-3.259797358475717e-06,2.124325510521885e-05,1.8379665725600058e-05,0.8652000663064442,0.900382019984412,0.4730624109422869,0.1728395061728395,1.1679001232778319e-07,1.4410931452214675e-07,2.731931094662173e-08,3.94580979445891e-07,5.376489374954006e-07,1.3625819933095091,0.8846977099504154,0.44619092048633796,0.08641975308641975,2.561424480518326e-06,-2.2733890628796937e-06,-4.834813843404952e-06,2.6717334549175575e-05,2.389280964463241e-05,0.894281186645158,0.925239389277205,0.45545677304790355,0.13580246913580246,3.101470156252617e-07,3.3600103453315307e-07,2.585406759322699e-08,9.709389132694923e-07,1.0683826690851244e-06,1.1003603362517471,0.7518716062513838,0.5102868880274429,0.07407407407407407
symsq_d1.0_c+0.0,symsq,symsq_d1.0,0.5,0.0,4,4,1.0,8,80,data_heat_1day/symsq_d1.0_c+0.0__cell_+0.00.nc,3.479575752862729e-06,1.2664510747594079e-06,-2.2131247904962694e-06,1.0192304216616321e-05,7.694711668792618e-06,0.754953100423364,0.8483114762530612,0.4291081146338409,0.1728395061728395,8.723283428935247e-09,7.531458920419133e-10,-7.970138424729094e-09,8.170032117504888e-08,4.7492868007938265e-08,0.5813057687518919,0.8756022573738933,0.35451930416065164,0.12345679012345678,3.373771050974028e-06,2.2618908954228698e-06,-1.1118810500455132e-06,1.5468336641788483e-05,1.3171502821695491e-05,0.8515138457817125,0.8070577921197227,0.5402383511606652,0.12345679012345678,2.190791263956271e-07,9.581659543593795e-08,-1.2326252052976063e-07,8.507931283929793e-07,5.351482314605376e-07,0.6289992403574679,0.8716705961989051,0.3970424173153308,0.18518518518518517,-4.9004253099838024e-08,1.0977972700814648e-06,1.1468015346289364e-06,2.481463161529973e-05,2.1333421814172066e-05,0.8597114051460958,0.8005587413035771,0.450494272574884,0.1111111111111111,4.0217582863988355e-07,2.669275223263255e-07,-1.3524825784752574e-07,1.8056323369819438e-06,1.729594294452967e-06,0.95788841339867,0.8592062704138979,0.35045369365632306,0.13580246913580246
symsq_d1.0_c+0.5,symsq,symsq_d1.0,0.5,0.5,4,4,1.0,8,80,data_heat_1day/symsq_d1.0_c+0.5__cell_+0.50.nc,7.50846220398671e-06,2.764256093669734e-06,-4.7442070955590445e-06,1.554378104628995e-05,1.2773754820172493e-05,0.8217919939898652,0.9018065220410613,0.49257071644393335,0.30864197530864196,1.2484689726477427e-08,9.122409803208445e-09,-3.3622809425368113e-09,8.777825399874928e-08,5.796968244281592e-08,0.6604105208522593,0.9049023803511961,0.40033761024807857,0.07407407407407407,6.980272701184731e-06,2.1359918598191467e-06,-4.844282334031659e-06,2.6440920919412747e-05,2.1665567661691067e-05,0.819395350401141,0.8870155717992838,0.5065797903113645,0.24691358024691357,4.5730340048066864e-07,2.153027539951469e-07,-2.4200067094418044e-07,1.3494769746102975e-06,8.091400497794639e-07,0.5995952987735323,0.9443680452022131,0.40327525162616984,0.1111111111111111,-3.830206878774334e-06,-4.633041323397476e-06,-8.028351414813509e-07,3.431121149333194e-05,2.7162201009545775e-05,0.7916421434091446,0.8571338790001948,0.4525716669200447,0.06172839506172839,5.736994239669002e-07,5.441929643672875e-07,-2.9506507336461712e-08,2.6849183996091597e-06,2.9695621769566012e-06,1.1060158019658537,0.896893860886398,0.40117471278839045,0.07407407407407407
