config,family,pattern,width,center_lat,n_gliders_cell,n_gliders_total,cell_height_deg,min_depth,max_depth,nc_path,mean_true_25,mean_est_25,mean_bias_25,std_true_25,std_est_25,std_ratio_25,corr_25,js_25,ks_25,adv_mean_true_25,adv_mean_est_25,adv_mean_bias_25,adv_std_true_25,adv_std_est_25,adv_std_ratio_25,adv_corr_25,adv_js_25,adv_ks_25,mean_true_50,mean_est_50,mean_bias_50,std_true_50,std_est_50,std_ratio_50,corr_50,js_50,ks_50,adv_mean_true_50,adv_mean_est_50,adv_mean_bias_50,adv_std_true_50,adv_std_est_50,adv_std_ratio_50,adv_corr_50,adv_js_50,adv_ks_50,mean_true_70,mean_est_70,mean_bias_70,std_true_70,std_est_70,std_ratio_70,corr_70,js_70,ks_70,adv_mean_true_70,adv_mean_est_70,adv_mean_bias_70,adv_std_true_70,adv_std_est_70,adv_std_ratio_70,adv_corr_70,adv_js_70,adv_ks_70
symdia_d1.0_c+0.0,symdia,symdia_d1.0,0.5,0.0,4,4,1.0,8,80,data_heat_1day/symdia_d1.0_c+0.0__cell_+0.00.nc,2.4811206458252855e-06,1.6958840711144122e-06,-7.852367319074883e-07,1.1180772162333596e-05,9.602255205238861e-06,0.8588186098262041,0.8809206894968995,0.44504010486558,0.14814814814814814,3.386639579883166e-11,1.2791306783519509e-08,1.275744176641894e-08,1.1366347507646424e-07,8.753415401957719e-08,0.770116820383072,0.8647820807436135,0.29424999864484847,0.12345679012345678,2.8802876386180287e-06,9.30343221460649e-07,-1.949944871202959e-06,1.6862086340552196e-05,1.5082605206675203e-05,0.8944685077553268,0.8871698172720369,0.5237543237739483,0.13580246913580246,1.389648645044872e-07,2.2173609159477445e-07,8.277121441181445e-08,1.0234006140308338e-06,8.965026758022752e-07,0.8760036524418819,0.9190386509319122,0.34327242487118953,0.06172839506172839,-2.1184426657328004e-07,-3.247861202912723e-06,-3.036017373367086e-06,3.062796167796478e-05,2.7064830757146842e-05,0.8836641184848608,0.9168716646747427,0.5003448286147927,0.1111111111111111,3.541909165960533e-07,4.6576955412687944e-07,1.1157862007428237e-07,2.0542076981655555e-06,1.8033803234329014e-06,0.8778958062728285,0.9326252165406849,0.40480899169221585,0.12345679012345678
symdia_d1.0_c+0.5,symdia,symdia_d1.0,0.5,0.5,4,4,1.0,8,80,data_heat_1day/symdia_d1.0_c+0.5__cell_+0.50.nc,7.852508133510128e-06,5.287450296433188e-06,-2.5650574451380574e-06,1.8615064618643373e-05,1.590591937589566e-05,0.8544649025803301,0.9537529824571478,0.41640631088168173,0.14814814814814814,1.837774732393882e-08,7.044945918581578e-09,-1.133280118791715e-08,9.770243991624739e-08,6.784462402301138e-08,0.6944005091497125,0.9484589798062608,0.3316087039683967,0.08641975308641975,6.52899461783818e-06,5.8001907380717115e-06,-7.288032064175761e-07,3.1326493626693264e-05,2.8208942680477808e-05,0.9004819695633285,0.9558003151846697,0.38693774570360506,0.1111111111111111,5.383922143664677e-07,3.359795508087144e-07,-2.024127108930028e-07,1.570178710608161e-06,1.1305449497765144e-06,0.7200103670611049,0.9488668110496132,0.39331818836296994,0.13580246913580246,-3.97324220102746e-06,-3.1832177347466295e-06,7.900243245231696e-07,3.8259724533418193e-05,3.831003341962968e-05,1.001314930696052,0.9347913593774255,0.47946424320549247,0.07407407407407407,5.477002105180873e-07,4.909908239793679e-07,-5.6709442540561634e-08,2.98478448712558e-06,3.338394895317814e-06,1.118471001748193,0.9487922895580194,0.3637978383310984,0.14814814814814814
symhex_d0.3_c-0.5,symhex,symhex_d0.3,0.15,-0.5,6,6,0.34641016151377546,8,80,data_heat_1day/symhex_d0.3_c-0.5__cell_-0.50.nc,2.4539701826142846e-06,2.2718930877339526e-06,-1.8207691996400885e-07,1.7927226508618332e-05,1.7303044171615642e-05,0.965182437076777,0.9968904885355598,0.1797984668707614,0.037037037037037035,3.213660093592807e-08,2.692655006646775e-08,-5.21003495189472e-09,1.529227517949039e-07,1.1688498338366172e-07,0.764340047584449,0.9906900282679301,0.267052777177705,0.06172839506172839,2.0861280063400045e-06,1.924326686344579e-06,-1.6180123008106682e-07,3.330890467623249e-05,3.253509274754722e-05,0.9767686167946128,0.9973047837161392,0.3494494975976308,0.037037037037037035,1.818784198803769e-07,1.8521923536058406e-07,3.3407844001303726e-09,6.919165116414661e-07,7.546772359349067e-07,1.0907056317308435,0.9837958549197442,0.34603106331671407,0.04938271604938271,2.198309402956511e-06,1.9120060243864646e-06,-2.863035133100024e-07,3.921577808796428e-05,3.822231551606423e-05,0.974666763727813,0.9961848830219362,0.3474810034725732,0.04938271604938271,3.893362645612797e-07,3.897491910016595e-07,4.12898062531404e-10,1.3340678606255096e-06,1.3182476525599993e-06,0.9881413768126514,0.9908768801540637,0.41213149322874537,0.04938271604938271
symhex_d0.3_c+0.0,symhex,symhex_d0.3,0.15,0.0,6,6,0.34641016151377546,8,80,data_heat_1day/symhex_d0.3_c+0.0__cell_+0.00.nc,3.526211003190838e-07,3.0075777394176525e-08,-3.225452957093661e-07,1.5012100448075216e-05,1.4950611469383571e-05,0.9959040389514894,0.9947422595897085,0.2808008052721288,0.04938271604938271,-1.1433564317542277e-08,-1.140820364964954e-08,2.5361866522421152e-11,1.9237124604387645e-07,1.7586448854862566e-07,0.9141932184008108,0.9980570356479587,0.1786912357900826,0.037037037037037035,1.383823700962239e-06,1.136480400988935e-06,-2.4734483825446655e-07,2.332148142158985e-05,2.2953495639533114e-05,0.9842211660826968,0.9931208960794371,0.3657021136673333,0.06172839506172839,5.394315660822713e-09,5.640846638726213e-09,2.464847487650598e-10,1.5183284176600864e-06,1.4797796246578411e-06,0.9746110310826868,0.998973379341183,0.1579226887636544,0.037037037037037035,-3.6332821196083387e-07,-4.1975280648665245e-07,-5.642496690284438e-08,4.289679418434389e-05,4.169890570015859e-05,0.9720751047493779,0.9963308828312983,0.324137680503322,0.04938271604938271,2.8224820880495827e-07,2.5993979407493285e-07,-2.2308446309702576e-08,2.610986939544091e-06,2.5370957235327135e-06,0.9716998906075418,0.9952566166735678,0.281340017171593,0.037037037037037035
symhex_d0.3_c+0.5,symhex,symhex_d0.3,0.15,0.5,6,6,0.34641016151377546,8,80,data_heat_1day/symhex_d0.3_c+0.5__cell_+0.50.nc,7.984536750882398e-06,7.707159613739254e-06,-2.773774219194612e-07,2.4871913410606794e-05,2.4457375136191967e-05,0.9833330766486971,0.9951832275369683,0.3135925210498986,0.07407407407407407,2.4789796881918846e-08,2.1720445447110922e-08,-3.069349066503465e-09,1.2500886725774762e-07,1.0839160171206306e-07,0.8670713053385044,0.9938462501000239,0.34202733396656426,0.037037037037037035,6.330998530756915e-06,6.204158510613965e-06,-1.2684014663710003e-07,4.310413351049647e-05,4.209432056394406e-05,0.9765727120739708,0.9953340212680417,0.2966837076168733,0.07407407407407407,5.23178243838629e-07,5.114476140236246e-07,-1.173066164323944e-08,1.6798759361336124e-06,1.5412843280053849e-06,0.9174989026587232,0.9941290661783996,0.3727811199598861,0.037037037037037035,-3.1587601370119955e-06,-4.2554133883755615e-06,-1.0966527821421961e-06,4.674364754464477e-05,4.610983648613613e-05,0.9864407017466215,0.9955278780391089,0.3449809933814751,0.04938271604938271,5.702613066205231e-07,6.165085221286371e-07,4.624717115401895e-08,3.5968835163657786e-06,3.470833858723688e-06,0.9649558688602047,0.995618071690346,0.2656346275170551,0.04938271604938271
symhex_d0.5_c-0.5,symhex,symhex_d0.5,0.25,-0.5,6,6,0.5773502691896258,8,80,data_heat_1day/symhex_d0.5_c-0.5__cell_-0.50.nc,2.3290401713893516e-06,1.957900254897712e-06,-3.711399298252807e-07,1.442868870071834e-05,1.4100677600347499e-05,0.9772667421707899,0.9881567168062285,0.3973709354509163,0.06172839506172839,2.6132273234225067e-08,2.3006126497466385e-08,-3.1261492409283877e-09,1.1107361785889225e-07,8.64139380850672e-08,0.7779879664570513,0.9751684141635732,0.33058657873769576,0.06172839506172839,1.9329168026160914e-06,1.4180489527067994e-06,-5.148683299203854e-07,2.796559056150727e-05,2.7352870426704033e-05,0.9780902129187787,0.990837803184205,0.4016623631470527,0.07407407407407407,1.9434972386989102e-07,1.8782163114387912e-07,-6.528023045125498e-09,6.373087444444536e-07,6.975943773761732e-07,1.0945940777641,0.9807456511907906,0.44817128563570524,0.08641975308641975,1.7837076029536547e-06,1.3490132122328741e-06,-4.346942196641963e-07,3.392333383089863e-05,3.317836536043429e-05,0.978039644506113,0.9897255207685551,0.40951624826981,0.06172839506172839,4.0472838236382813e-07,3.61035049502441e-07,-4.369328343042029e-08,1.194159949591267e-06,1.1735385213555945e-06,0.9827314353971337,0.9813568190223908,0.42797144398876585,0.04938271604938271
symhex_d0.5_c+0.0,symhex,symhex_d0.5,0.25,0.0,6,6,0.5773502691896258,8,80,data_heat_1day/symhex_d0.5_c+0.0__cell_+0.00.nc,1.8399160808257875e-06,8.84404060196646e-07,-9.555114220188166e-07,1.3146159290045034e-05,1.1997408524647274e-05,0.9126170054650369,0.9837087827872235,0.35221962225356795,0.08641975308641975,-7.581967942371648e-09,-7.740785749001512e-09,-1.5881757499074147e-10,1.481791116475506e-07,1.235368184339434e-07,0.8336992782611642,0.9914982752616706,0.25264088963238496,0.07407407407407407,2.9911795991210965e-06,1.9974900668595187e-06,-9.93688630486353e-07,2.0212793970131315e-05,1.825523992207152e-05,0.9031527234209928,0.9861148217210679,0.40270404002286764,0.06172839506172839,5.650331758033644e-08,4.760856944185529e-08,-8.894737795588651e-09,1.2683298109550378e-06,1.1622836083645826e-06,0.9163890955850011,0.996920912591419,0.2508295290077998,0.07407407407407407,9.251672317134307e-09,-3.823744950840069e-07,-3.9162680714180303e-07,3.668113276944496e-05,3.397920371654941e-05,0.9263400868812255,0.9910220992322679,0.283373973933431,0.06172839506172839,3.1063149208421237e-07,2.5933141720979454e-07,-5.130014869191307e-08,2.321841066077468e-06,2.1145655139743223e-06,0.9107279326171458,0.9914039771104165,0.2688239938992112,0.06172839506172839
symhex_d0.5_c+0.5,symhex,symhex_d0.5,0.25,0.5,6,6,0.5773502691896258,8,80,data_heat_1day/symhex_d0.5_c+0.5__cell_+0.50.nc,7.5017192102677654e-06,6.397716402425786e-06,-1.1040023376227785e-06,2.111060166498646e-05,1.9965034446601675e-05,0.945734980150528,0.992022737757292,0.3928941197114822,0.08641975308641975,2.3316104602599808e-08,2.038381920377794e-08,-2.9322857493644985e-09,1.1041893088759025e-07,8.476293984091556e-08,0.7676486193042998,0.9708622270738801,0.37703324223370777,0.06172839506172839,5.512993539014133e-06,4.485035650103747e-06,-1.0279573376695756e-06,3.576564631657675e-05,3.3698600613783536e-05,0.9422058339307803,0.9914348953143309,0.4028350466143946,0.06172839506172839,5.375443379307399e-07,5.164042075428406e-07,-2.1140224720534067e-08,1.571374923514668e-06,1.4474744972312383e-06,0.921151582331285,0.9871169142405989,0.39709244963313456,0.04938271604938271,-3.916727564501343e-06,-5.977619625240011e-06,-2.060892325130744e-06,4.001753404736519e-05,3.958531485304139e-05,0.9891992546614138,0.9870219780976812,0.4137151616082981,0.06172839506172839,5.683712629434012e-07,6.564616676373994e-07,8.809030060168041e-08,3.1992283311410574e-06,3.1103557544873613e-06,0.9722206208951649,0.9866385420662418,0.4721034108892178,0.06172839506172839
symhex_d0.75_c-0.5,symhex,symhex_d0.75,0.375,-0.5,6,6,0.8660254037844387,8,80,data_heat_1day/symhex_d0.75_c-0.5__cell_-0.50.nc,2.2168565010360908e-06,1.4297193559369506e-06,-7.871372157586681e-07,1.2252406122570392e-05,1.1655182339771333e-05,0.9512566122258304,0.976599725037015,0.405794694047887,0.06172839506172839,2.0396566213776168e-08,1.8812596322245474e-08,-1.5839697626900036e-09,8.105584470285976e-08,7.017436354436688e-08,0.8657532816000749,0.8891182700014502,0.3500516131240821,0.06172839506172839,2.2024316876922967e-06,1.1875296716229805e-06,-1.0149018654956613e-06,2.3962473278515972e-05,2.2784986371682036e-05,0.9508612114806348,0.9786155303392846,0.42373673224377,0.07407407407407407,1.7578180688815337e-07,1.5918493746939706e-07,-1.6596879333321994e-08,5.341555606719339e-07,5.538377614272006e-07,1.0368473197779833,0.9758742402038161,0.45539910450059573,0.06172839506172839,1.9366195829206845e-06,4.3862764260951265e-07,-1.497992264529192e-06,2.976304131152574e-05,2.9490218797040914e-05,0.9908335135637104,0.9832218649297461,0.4097578912180409,0.07407407407407407,3.7968177934999403e-07,3.524600945744177e-07,-2.722177999707513e-08,1.0753321930678794e-06,1.098770999281241e-06,1.021796805084475,0.955605420692062,0.4946356449727577,0.07407407407407407
symhex_d0.75_c+0.0,symhex,symhex_d0.75,0.375,0.0,6,6,0.8660254037844387,8,80,data_heat_1day/symhex_d0.75_c+0.0__cell_+0.00.nc,2.5520409963064594e-06,7.519401712715504e-07,-1.80010144539464e-06,1.122429057431873e-05,9.348578120196437e-06,0.8328881062279394,0.9666512118473903,0.3307676695258599,0.16049382716049382,6.562503318541246e-10,-1.148635816881876e-09,-1.804885977405285e-09,1.1303313129928938e-07,9.226839469671499e-08,0.8162951307825537,0.9762389707064155,0.23314529369884124,0.07407407407407407,2.8964666398678673e-06,1.0443339983585283e-06,-1.8521332720502267e-06,1.6836676877574064e-05,1.4282360657443571e-05,0.8482885762609863,0.9540468058371291,0.42147272365042526,0.09876543209876543,1.4746964893674885e-07,1.0503558429495331e-07,-4.243407414859419e-08,1.0269882295688149e-06,9.410895657368185e-07,0.9163586676469883,0.9924701722058134,0.2692236830810353,0.09876543209876543,-1.9367125503322313e-07,-1.562625103966308e-06,-1.3689537631416297e-06,3.078501686104573e-05,2.7907728799883028e-05,0.9065360894830783,0.9776277013934616,0.35941938658650957,0.06172839506172839,3.6512901147034427e-07,3.558202450927281e-07,-9.308782649922131e-09,2.0464913177420385e-06,1.85042758259612e-06,0.90419517862297,0.9737635179075487,0.36048512471693006,0.08641975308641975
