config,family,pattern,width,center_lat,n_gliders_cell,n_gliders_total,cell_height_deg,min_depth,max_depth,nc_path,rms,mean_bias,corr,w_est_std,w_model_std,w_est_mean,w_model_mean,norm_rms,n
shift_w0.75,shift,shift,0.75,-1.5,2,8,1.0,8,70,data/shift_w0.75__cell_-1.50.nc,2.2545835227464473e-05,2.3990262702358225e-06,0.8676735851445303,4.2542497211306815e-05,4.434704025744124e-05,-2.2724455695953562e-06,-4.671471839831179e-06,0.5083954892272969,20736
shift_w0.75,shift,shift,0.75,-0.5,2,8,1.0,8,70,data/shift_w0.75__cell_-0.50.nc,1.9456386741535387e-05,-1.0755993747103362e-06,0.9368188116962659,4.988899716333386e-05,5.527068559722372e-05,1.2126007162066232e-05,1.3201606536776567e-05,0.3520199999565899,20736
shift_w0.75,shift,shift,0.75,0.5,2,8,1.0,8,70,data/shift_w0.75__cell_+0.50.nc,2.1785373910399332e-05,-1.023874114085408e-06,0.909615211817415,4.9491519746733564e-05,5.214463617715787e-05,-1.9453557713655093e-06,-9.214816572801034e-07,0.4177874371658285,20736
shift_w0.75,shift,shift,0.75,1.5,2,8,1.0,8,70,data/shift_w0.75__cell_+1.50.nc,3.246044483303806e-05,-3.226501653916021e-06,0.8130074729772452,5.224397996634123e-05,5.333480054957321e-05,9.81857269140436e-07,4.208358923056458e-06,0.608616597391547,20736
shift_w1.0,shift,shift,1.0,-1.5,2,8,1.0,8,70,data/shift_w1.0__cell_-1.50.nc,2.2146828092821085e-05,1.755734176927285e-06,0.8682274608611337,4.362634894123602e-05,4.221962250473068e-05,-2.270249888807413e-06,-4.025984065734696e-06,0.5245624375333897,20736
shift_w1.0,shift,shift,1.0,-0.5,2,8,1.0,8,70,data/shift_w1.0__cell_-0.50.nc,2.0964734406399295e-05,-7.282246335303944e-07,0.9195709747113168,4.829906910256058e-05,5.329308116721818e-05,1.2646769664513159e-05,1.3374994298043552e-05,0.3933856693445451,20736
shift_w1.0,shift,shift,1.0,0.5,2,8,1.0,8,70,data/shift_w1.0__cell_+0.50.nc,2.391933123244584e-05,8.948509226354663e-07,0.8829318234240988,4.8154790609255276e-05,5.027489952563385e-05,5.59515953357839e-07,-3.3533496927762775e-07,0.4757708410784591,20736
shift_w1.0,shift,shift,1.0,1.5,2,8,1.0,8,70,data/shift_w1.0__cell_+1.50.nc,3.073645657696686e-05,-4.064374718400922e-06,0.8072632756154452,4.870665378265552e-05,4.941184091747137e-05,2.2202872841578895e-08,4.086577591242501e-06,0.6220463760559639,20736
shift_w1.5,shift,shift,1.5,-1.5,2,8,1.0,8,70,data/shift_w1.5__cell_-1.50.nc,1.8719701073447937e-05,1.0635661036171715e-06,0.8932542821386613,4.1563424296102425e-05,3.753919798234858e-05,-2.630323712327028e-06,-3.6938898159442002e-06,0.498670778268896,20736
shift_w1.5,shift,shift,1.5,-0.5,2,8,1.0,8,70,data/shift_w1.5__cell_-0.50.nc,2.5109405802420563e-05,6.89282296755887e-08,0.8646748984812236,4.698671072714632e-05,4.919441529481544e-05,1.3260290863737467e-05,1.3191362634061878e-05,0.510411713442335,20736
shift_w1.5,shift,shift,1.5,0.5,2,8,1.0,8,70,data/shift_w1.5__cell_+0.50.nc,2.8051317568629992e-05,3.941952647136277e-06,0.8350846123969083,4.8228848249828816e-05,4.848521563206029e-05,4.598539076513297e-06,6.565864293770191e-07,0.5785540438038473,20736
shift_w1.5,shift,shift,1.5,1.5,2,8,1.0,8,70,data/shift_w1.5__cell_+1.50.nc,3.2480043467186e-05,-1.5942215812117449e-06,0.7445189436734545,4.726997503652197e-05,4.2712432602598716e-05,2.7443174914218298e-06,4.338539072633575e-06,0.760435346059167,20736
shift_w2.0,shift,shift,2.0,-1.5,2,8,1.0,8,70,data/shift_w2.0__cell_-1.50.nc,1.8784794759912746e-05,1.272405203490604e-06,0.8820166381030394,3.975344147649728e-05,3.44791077101026e-05,-1.562263693254015e-06,-2.834668896744619e-06,0.5448167312754639,20736
shift_w2.0,shift,shift,2.0,-0.5,2,8,1.0,8,70,data/shift_w2.0__cell_-0.50.nc,2.5723520023115915e-05,2.8800709319599743e-07,0.8431048945195285,4.656020977653917e-05,4.514831267882365e-05,1.3390718144543717e-05,1.3102711051347723e-05,0.5697559553578015,20736
shift_w2.0,shift,shift,2.0,0.5,2,8,1.0,8,70,data/shift_w2.0__cell_+0.50.nc,3.2279304084483925e-05,4.204972901559784e-06,0.775870497175112,4.9514168941358814e-05,4.53773722555311e-05,5.0302514799464905e-06,8.252785783867064e-07,0.7113524313993164,20736
shift_w2.0,shift,shift,2.0,1.5,2,8,1.0,8,70,data/shift_w2.0__cell_+1.50.nc,3.5493070334371215e-05,3.0033452394291426e-07,0.7176885260813722,5.0919346231073723e-05,3.808332329941236e-05,5.706181569131857e-06,5.405847045188942e-06,0.9319845869364789,20736
shift_hex_w0.25,shift,shift_hex,0.25,-1.5,4,16,1.0,8,70,data/shift_hex_w0.25__cell_-1.50.nc,1.6840376137248367e-05,3.0237445468342597e-06,0.9393443920886083,4.8110629425849384e-05,4.6668968215040024e-05,-2.102071096962e-06,-5.12581564379626e-06,0.3608474063461556,20736
shift_hex_w0.25,shift,shift_hex,0.25,-0.5,4,16,1.0,8,70,data/shift_hex_w0.25__cell_-0.50.nc,1.3686296122304499e-05,-1.1645074048362034e-06,0.9705608549037088,5.5856433192800975e-05,5.6440466805545385e-05,1.0824785198628548e-05,1.198929260346475e-05,0.24249083852296902,20736
shift_hex_w0.25,shift,shift_hex,0.25,0.5,4,16,1.0,8,70,data/shift_hex_w0.25__cell_+0.50.nc,1.81577464239459e-05,9.752909660636323e-07,0.9496157942439116,5.719805480413696e-05,5.7033176592946254e-05,-7.242121655936561e-07,-1.6995031316572893e-06,0.31837164802410134,20736
shift_hex_w0.25,shift,shift_hex,0.25,1.5,4,16,1.0,8,70,data/shift_hex_w0.25__cell_+1.50.nc,2.3049245004877466e-05,-5.561719424417927e-07,0.9397998417878365,6.730813861353195e-05,6.187165566602538e-05,4.275698818217193e-06,4.831870760658985e-06,0.3725331859437235,20736
shift_hex_w0.5,shift,shift_hex,0.5,-1.5,4,16,1.0,8,70,data/shift_hex_w0.5__cell_-1.50.nc,1.0165584991592018e-05,1.3763990384102534e-06,0.9725084573046003,4.3126872319654593e-05,4.2706635114291576e-05,-2.661587065087321e-06,-4.0379861034975745e-06,0.23803291840686722,20736
shift_hex_w0.5,shift,shift_hex,0.5,-0.5,4,16,1.0,8,70,data/shift_hex_w0.5__cell_-0.50.nc,8.907983320060822e-06,-4.929458944701617e-07,0.9867828771314602,5.1281281299237185e-05,5.377407232815231e-05,1.1864518515525476e-05,1.2357464409995639e-05,0.16565573211008663,20736
shift_hex_w0.5,shift,shift_hex,0.5,0.5,4,16,1.0,8,70,data/shift_hex_w0.5__cell_+0.50.nc,1.0287538078953655e-05,-1.869393820704e-08,0.9802718398352976,5.142613273304305e-05,5.199725790289667e-05,-1.380192610956773e-06,-1.3614986727497316e-06,0.19784770378017486,20736
shift_hex_w0.5,shift,shift_hex,0.5,1.5,4,16,1.0,8,70,data/shift_hex_w0.5__cell_+1.50.nc,1.595831761052885e-05,-6.43663892857264e-07,0.9565920687598949,5.4016455796787296e-05,5.420983173186536e-05,3.7928068505726133e-06,4.436470743429878e-06,0.2943805044343701,20736
shift_hex_w0.75,shift,shift_hex,0.75,-1.5,4,16,1.0,8,70,data/shift_hex_w0.75__cell_-1.50.nc,8.439610233918789e-06,-7.830859606038149e-07,0.977707845221047,3.86719868908257e-05,3.9973268395429266e-05,-4.0746741564559705e-06,-3.291588195852154e-06,0.2111313528438874,20736
shift_hex_w0.75,shift,shift_hex,0.75,-0.5,4,16,1.0,8,70,data/shift_hex_w0.75__cell_-0.50.nc,8.532659268734514e-06,-5.385487936728083e-07,0.9870111045257492,4.8615097107345014e-05,5.137750968648825e-05,1.2271496760488796e-05,1.2810045554161603e-05,0.1660777122285963,20736
shift_hex_w0.75,shift,shift_hex,0.75,0.5,4,16,1.0,8,70,data/shift_hex_w0.75__cell_+0.50.nc,9.705485297111397e-06,-1.7975533973311977e-07,0.9803661531154776,4.814428294485394e-05,4.920903975762737e-05,-1.3707231233796147e-06,-1.190967783646496e-06,0.19722972333771363,20736
shift_hex_w0.75,shift,shift_hex,0.75,1.5,4,16,1.0,8,70,data/shift_hex_w0.75__cell_+1.50.nc,1.5118027416402278e-05,-4.19830935199291e-07,0.9507217334367833,4.6353837899669436e-05,4.874185429588973e-05,4.020842954013097e-06,4.440673889212389e-06,0.31016520882910154,20736
shift_hex_w1.0,shift,shift_hex,1.0,-1.5,4,16,1.0,8,70,data/shift_hex_w1.0__cell_-1.50.nc,1.1925611028086113e-05,9.160930635255918e-07,0.9494798034395611,3.646974171229435e-05,3.7850271343711184e-05,-2.4987995057008866e-06,-3.4148925692264777e-06,0.31507332985256264,20736
shift_hex_w1.0,shift,shift_hex,1.0,-0.5,4,16,1.0,8,70,data/shift_hex_w1.0__cell_-0.50.nc,9.08394470394806e-06,-1.270502456358647e-06,0.9837539756146191,4.628412307444323e-05,4.897662905188629e-05,1.1806724613902283e-05,1.307722707026093e-05,0.1854750904625234,20736
shift_hex_w1.0,shift,shift_hex,1.0,0.5,4,16,1.0,8,70,data/shift_hex_w1.0__cell_+0.50.nc,1.016625371848349e-05,-9.517924645145671e-07,0.9766936283947892,4.659877721924313e-05,4.706490480904829e-05,-1.2550512373383186e-06,-3.0325877282375116e-07,0.21600497780097525,20736
shift_hex_w1.0,shift,shift_hex,1.0,1.5,4,16,1.0,8,70,data/shift_hex_w1.0__cell_+1.50.nc,1.7194440580097275e-05,-2.1574530067844865e-07,0.9213375560978874,4.2896781780813165e-05,4.370448822029313e-05,3.5598917915143688e-06,3.775637092192818e-06,0.3934250526725868,20736
shift_hex_w1.5,shift,shift_hex,1.5,-1.5,4,16,1.0,8,70,data/shift_hex_w1.5__cell_-1.50.nc,1.225263811115762e-05,1.2060210565054715e-06,0.9362739736343084,3.4417122568257856e-05,3.3808542350664574e-05,-1.9152458740901485e-06,-3.1212669305956194e-06,0.3624124927976012,20736
shift_hex_w1.5,shift,shift_hex,1.5,-0.5,4,16,1.0,8,70,data/shift_hex_w1.5__cell_-0.50.nc,1.3101339454592584e-05,-1.5951699330254346e-06,0.9551449640561475,4.037604729279896e-05,4.367701111048275e-05,1.142383533225737e-05,1.3019005265282805e-05,0.2999596154016176,20736
shift_hex_w1.5,shift,shift_hex,1.5,0.5,4,16,1.0,8,70,data/shift_hex_w1.5__cell_+0.50.nc,1.329315504826215e-05,-2.009730554419403e-07,0.9526697408857386,4.240819898451536e-05,4.363422340638566e-05,7.018018922268311e-07,9.02774947668772e-07,0.3046497453262056,20736
shift_hex_w1.5,shift,shift_hex,1.5,1.5,4,16,1.0,8,70,data/shift_hex_w1.5__cell_+1.50.nc,1.8942847968391647e-05,-1.5127058627215495e-06,0.8732053132247547,3.790860593333168e-05,3.7003656445176874e-05,3.301111718599159e-06,4.813817581320708e-06,0.5119182747914819,20736
shift_hex_w2.0,shift,shift_hex,2.0,-1.5,4,16,1.0,8,70,data/shift_hex_w2.0__cell_-1.50.nc,1.3339942708145466e-05,1.3847977977783924e-06,0.9106514387704375,3.194434217150418e-05,3.0444002363018688e-05,-7.667983701764227e-07,-2.151596167954815e-06,0.43817966340555553,20736
shift_hex_w2.0,shift,shift_hex,2.0,-0.5,4,16,1.0,8,70,data/shift_hex_w2.0__cell_-0.50.nc,1.5866641257843924e-05,-9.009904399729914e-09,0.9159711838312733,3.8382547509450144e-05,3.897392111104491e-05,1.3091065146892543e-05,1.3100075051292273e-05,0.40710918495053455,20736
shift_hex_w2.0,shift,shift_hex,2.0,0.5,4,16,1.0,8,70,data/shift_hex_w2.0__cell_+0.50.nc,1.7506086841919602e-05,2.4528616178228432e-06,0.9023062497961899,3.8218690120119484e-05,3.986928666958264e-05,3.6882042913076615e-06,1.2353426734848173e-06,0.43908703426277934,20736
shift_hex_w2.0,shift,shift_hex,2.0,1.5,4,16,1.0,8,70,data/shift_hex_w2.0__cell_+1.50.nc,1.9346427175561458e-05,-1.001614274452056e-06,0.8570876139997691,3.734920508419317e-05,3.3759870154195483e-05,4.9683465202245685e-06,5.9699607946766255e-06,0.573059881071764,20736
