config,family,pattern,width,center_lat,n_gliders_cell,n_gliders_total,cell_height_deg,min_depth,max_depth,nc_path,mean_true_25,mean_est_25,mean_bias_25,std_true_25,std_est_25,std_ratio_25,corr_25,js_25,ks_25,adv_mean_true_25,adv_mean_est_25,adv_mean_bias_25,adv_std_true_25,adv_std_est_25,adv_std_ratio_25,adv_corr_25,adv_js_25,adv_ks_25,mean_true_50,mean_est_50,mean_bias_50,std_true_50,std_est_50,std_ratio_50,corr_50,js_50,ks_50,adv_mean_true_50,adv_mean_est_50,adv_mean_bias_50,adv_std_true_50,adv_std_est_50,adv_std_ratio_50,adv_corr_50,adv_js_50,adv_ks_50,mean_true_70,mean_est_70,mean_bias_70,std_true_70,std_est_70,std_ratio_70,corr_70,js_70,ks_70,adv_mean_true_70,adv_mean_est_70,adv_mean_bias_70,adv_std_true_70,adv_std_est_70,adv_std_ratio_70,adv_corr_70,adv_js_70,adv_ks_70
equator_hex2deg_w0.5,equator,equator_hex2deg,0.5,0.0,4,4,2.0,8,80,data_heat/equator_hex2deg_w0.5__cell_+0.00.nc,4.637621714209672e-06,1.8280482101716405e-06,-2.8095755617637606e-06,1.1244198503845837e-05,8.375481974380522e-06,0.7448714082658597,0.8211553463820617,0.30938138149709604,0.18518518518518517,9.917465071396236e-09,3.652656303822729e-09,-6.26481048682167e-09,8.589770317257717e-08,4.8087078141002376e-08,0.5598179737634029,0.815719310668811,0.22614443666079173,0.08024691358024691,4.1796156438067555e-06,2.7226484380994876e-06,-1.45696714528064e-06,1.8220816855318844e-05,1.459180242429649e-05,0.8008314083919346,0.8218603782668068,0.2548778949672786,0.1095679012345679,2.853162470728421e-07,1.1564787930838172e-07,-1.6966839369810518e-07,8.848675747685775e-07,4.705028315094663e-07,0.5317211805761088,0.8721011272893222,0.2262795604199111,0.16049382716049382,-8.001622973097255e-07,9.121691323065032e-08,8.913787648749219e-07,2.5546432880219072e-05,2.0671951648026785e-05,0.8091913162574388,0.8702174813164975,0.2183088589980743,0.08641975308641975,4.344236117503897e-07,3.795148966651307e-07,-5.4908763307658876e-08,1.874576469163003e-06,1.6992252092698993e-06,0.9064581985436967,0.8798422534912568,0.21854007046821458,0.09104938271604938
equator_hex2deg_w0.75,equator,equator_hex2deg,0.75,0.0,4,4,2.0,8,80,data_heat/equator_hex2deg_w0.75__cell_+0.00.nc,4.835141226067208e-06,1.4917212967524996e-06,-3.3434191096576103e-06,1.0544433280301746e-05,7.70429435144028e-06,0.7306503959613285,0.8252980082306081,0.287804917109656,0.21450617283950618,1.0966242136589699e-08,2.7838987112214047e-09,-8.182350640399125e-09,8.125348216481143e-08,4.635888093634996e-08,0.5705463901512232,0.8189527030671553,0.21335731586292167,0.09259259259259259,4.470361091080122e-06,2.2644359758857026e-06,-2.2059229878371442e-06,1.7130087144323625e-05,1.3708755886764539e-05,0.800273563775021,0.8433997097265411,0.27800250105477936,0.12962962962962962,2.861482073512889e-07,1.0636242683760478e-07,-1.797856991888196e-07,8.192115501515218e-07,4.396869167496674e-07,0.5367196259236612,0.8639909210743363,0.23613730792092114,0.15432098765432098,-4.2671024402807234e-07,-4.908098638202644e-07,-6.409946867027472e-08,2.4260623831651174e-05,2.0144180049369435e-05,0.8303240753062873,0.8857663232263493,0.22475137323869696,0.07561728395061729,4.281063468170032e-07,4.2802674943026644e-07,-7.965598355380798e-11,1.764318312780233e-06,1.6589506559140595e-06,0.9402785449184994,0.8941480390026907,0.2176819524105862,0.08333333333333333
equator_sq1deg_w0.25,equator,equator_sq1deg,0.25,0.0,4,4,1.0,8,80,data_heat/equator_sq1deg_w0.25__cell_+0.00.nc,3.8967882574070245e-06,1.4159607644888435e-06,-2.4808288562309373e-06,1.3564450455305632e-05,9.503445274657807e-06,0.7006141019845449,0.8346101343980104,0.2430735255991175,0.15123456790123457,5.413371084728169e-09,1.441138138799994e-09,-3.972237160709236e-09,1.2092772294636234e-07,7.297294297655752e-08,0.6034426283617759,0.8542732103531087,0.18810459707934335,0.07561728395061729,4.023552264698083e-06,2.648069500509049e-06,-1.375480249065124e-06,2.0698871594504453e-05,1.6116737558992735e-05,0.7786288003869605,0.7841376507803635,0.25868409612180376,0.07407407407407407,2.394813520822936e-07,9.028075712042979e-08,-1.4920055877082047e-07,1.0601057738313102e-06,7.703868191506137e-07,0.7267075023715528,0.8388679204251432,0.19141962893828873,0.1404320987654321,2.490160397883301e-07,2.774974212452687e-06,2.525958096608598e-06,3.2830525015015155e-05,3.081809479104703e-05,0.9387024659810426,0.7432405198522589,0.231707997236902,0.06018518518518518,4.1310741494271497e-07,2.5885742849363007e-07,-1.5424981628376256e-07,2.2066653855290497e-06,2.0340786716456483e-06,0.9217884528324064,0.8015858718504432,0.2048780795275971,0.08024691358024691
equator_sq1deg_w0.5,equator,equator_sq1deg,0.5,0.0,4,4,1.0,8,80,data_heat/equator_sq1deg_w0.5__cell_+0.00.nc,3.830380592262372e-06,1.414206217640063e-06,-2.416175051163898e-06,1.1368049854354467e-05,8.75765062447107e-06,0.7703740515455694,0.8388310859963222,0.26885175814541706,0.18055555555555555,6.035341559851304e-09,1.3107791454579178e-10,-5.904262072506953e-09,1.0689281992881661e-07,7.271969277380772e-08,0.6803047465885371,0.866595323954045,0.20714771808151053,0.08487654320987655,3.6083226859773276e-06,2.4570378789349506e-06,-1.1512843816103962e-06,1.7703245248412713e-05,1.5019084660100244e-05,0.8483803082063085,0.8042603100205804,0.25853606424118375,0.11574074074074074,2.3477571176044876e-07,9.491019799141275e-08,-1.3986543361187595e-07,9.687497595223249e-07,6.433126398866057e-07,0.664064825372254,0.8816451758553995,0.26378436873795585,0.18055555555555555,-2.3802525106475514e-07,1.3132582202507788e-06,1.551282421806632e-06,3.026297599717509e-05,2.5974637193345494e-05,0.8582975182536611,0.8254402295393503,0.2200426510291731,0.06327160493827161,4.1341496626046137e-07,2.778182410735572e-07,-1.3559653320689885e-07,2.098641061820672e-06,1.9917385269465662e-06,0.9490610677457333,0.8716681873513269,0.21753451235964733,0.10030864197530864
equator_sq1deg_w0.75,equator,equator_sq1deg,0.75,0.0,4,4,1.0,8,80,data_heat/equator_sq1deg_w0.75__cell_+0.00.nc,4.0746003833191935e-06,1.0875906694258978e-06,-2.9870102897975047e-06,1.046222314471379e-05,7.852975502094332e-06,0.7506029448494584,0.8112933618086615,0.28442391676662376,0.21296296296296297,7.515005506775196e-09,-2.1928709524362537e-09,-9.707871357099841e-09,1.0057207333602491e-07,6.86638686695315e-08,0.6827329535120173,0.8073143544640781,0.1984051503110693,0.10493827160493827,3.914672561222687e-06,2.0171002795119416e-06,-1.8975709286202622e-06,1.6724701708881184e-05,1.4325725173135878e-05,0.8565608775867496,0.8067053797401564,0.2466658883301857,0.12345679012345678,2.3646107649710757e-07,8.649712776402656e-08,-1.499640213639826e-07,8.902745776140364e-07,5.769421152405159e-07,0.6480496351886613,0.8819018127174453,0.25742832836100943,0.19598765432098766,1.434953844636766e-07,-4.985781922444093e-08,-1.933535836420736e-07,2.895055149565451e-05,2.4512484133522387e-05,0.8467018024579505,0.8398259466298549,0.19897702805619424,0.047839506172839504,4.173886338776356e-07,3.4989030317627127e-07,-6.749810487617545e-08,1.973329517568345e-06,1.8992211715311583e-06,0.9624450222948534,0.8792485346177206,0.19078782300557406,0.10802469135802469
equator_sq2deg_w0.25,equator,equator_sq2deg,0.25,0.0,4,4,2.0,8,80,data_heat/equator_sq2deg_w0.25__cell_+0.00.nc,5.3625544751412235e-06,6.110325820496301e-07,-4.751523529974266e-06,1.190539842355065e-05,1.0763225915184599e-05,0.9040626388356172,0.43693924956409197,0.33662891078189716,0.24074074074074073,9.648347898405518e-09,4.358242219862207e-09,-5.290107087037043e-09,8.145457996988625e-08,4.116256565862477e-08,0.5053437839080696,0.41293999484215804,0.22487414697192507,0.10030864197530864,5.521552338905167e-06,5.922185155846935e-07,-4.929335018435813e-06,1.9641416656668298e-05,1.9739001565917665e-05,1.0049683233625737,0.43401211428261427,0.2827103111909294,0.13425925925925927,3.0636297765340714e-07,3.374104904130782e-08,-2.7262184230037564e-07,9.161918228528521e-07,3.585629045301146e-07,0.39136226234110666,0.4377422911450131,0.2774782498880337,0.17592592592592593,-3.96231854438156e-07,1.6982460783974828e-07,5.66055642845591e-07,2.6030116714537144e-05,2.697472458846978e-05,1.0362890372060873,0.336084821095532,0.19865240978812995,0.05092592592592592,4.744117063637532e-07,2.414008353988672e-07,-2.3301050311120478e-07,1.8698979147302452e-06,2.055096515396607e-06,1.0990420916604309,0.4299881093401258,0.27059953174476065,0.1111111111111111
equator_sq2deg_w0.5,equator,equator_sq2deg,0.5,0.0,4,4,2.0,8,80,data_heat/equator_sq2deg_w0.5__cell_+0.00.nc,5.300826160237193e-06,2.2668208476958513e-07,-5.074142725428186e-06,1.1023666957044043e-05,9.10289350333946e-06,0.8257591179786847,0.5998817017031121,0.3549040280633136,0.2762345679012346,1.0051936172317255e-08,3.833021918463324e-09,-6.218915126441921e-09,7.622158193498763e-08,3.323637215581065e-08,0.4360493617694691,0.5656760380662816,0.23493231709259021,0.1095679012345679,5.254851203062572e-06,1.0826703596611152e-07,-5.146584125242422e-06,1.817362499423325e-05,1.6687751870381088e-05,0.918240135123089,0.5658119325322745,0.29910579826198197,0.1867283950617284,2.965931571452529e-07,3.675220099281398e-08,-2.598409607342504e-07,8.203912216231402e-07,2.528259958524418e-07,0.308177353911987,0.5448577419615638,0.28768208006786034,0.18209876543209877,-5.60812225103291e-07,-7.342244495563759e-07,-1.734130438459907e-07,2.3708658773102798e-05,2.2905799310150913e-05,0.9661364453115872,0.417495806890972,0.26007176693008216,0.07561728395061729,4.5761638034491625e-07,2.778417115869453e-07,-1.797746658439779e-07,1.7543943613418378e-06,1.62041820235644e-06,0.9236339548635308,0.5618313819379345,0.2530948586489655,0.11728395061728394
equator_sq2deg_w0.75,equator,equator_sq2deg,0.75,0.0,4,4,2.0,8,80,data_heat/equator_sq2deg_w0.75__cell_+0.00.nc,5.3760127229907084e-06,8.373531223666956e-08,-5.29227626960376e-06,1.0145896339963656e-05,7.879826756326545e-06,0.7766516128583639,0.6246204076683096,0.37236382200535895,0.30092592592592593,1.142410610555089e-08,3.978615394709895e-09,-7.4454917716511624e-09,7.094187992606749e-08,2.9156895366696528e-08,0.41099693717001246,0.6245919267000929,0.23412445083457178,0.12191358024691358,5.375072305469075e-06,3.884391297325387e-08,-5.336229751370422e-06,1.6535130271222442e-05,1.4337026069958069e-05,0.8670645973022704,0.5928517910841272,0.3416972222042111,0.23148148148148148,2.92703703053121e-07,2.6249077637886385e-08,-2.664546920293869e-07,7.270278956639231e-07,2.0831914430622459e-07,0.28653528365096254,0.4460264002112913,0.30992223256943285,0.21450617283950618,-2.855070420082484e-07,-9.107024963723497e-07,-6.251956666579313e-07,2.174486144213006e-05,1.9753881913346183e-05,0.9084390795461033,0.45774651623635826,0.24831311253334454,0.07561728395061729,4.636006565306161e-07,3.1304011794741816e-07,-1.5056059317815792e-07,1.645325824028987e-06,1.3781157772766553e-06,0.8375944491663044,0.6125691914695915,0.2529631376067913,0.1404320987654321
shift_w0.5,shift,shift,0.5,-1.5,2,8,1.0,8,80,data_heat/shift_w0.5__cell_-1.50.nc,5.1964539125037845e-06,1.1847441220559931e-06,-4.011711404686712e-06,1.1370304491720162e-05,8.94409520011188e-06,0.7866187934214915,0.8579540090618984,0.24256886576306677,0.1697530864197531,-9.35648358790786e-09,9.442061973292518e-10,1.0300687184327126e-08,6.215559267275239e-08,3.4646824763325316e-08,0.5574208735445572,0.5210304669186562,0.19643997220059536,0.06944444444444445,8.95506855158601e-06,1.7898482478183511e-06,-7.165219676395704e-06,2.068988760584034e-05,1.6808677538300183e-05,0.8124102875046759,0.8654882803870654,0.2408023935674287,0.16820987654320987,-3.875396892283334e-09,-2.7976040194757723e-09,1.077790120739034e-09,7.070541130360652e-08,4.847351841863093e-08,0.6855701356504011,0.45005096531796285,0.1656842591998829,0.033950617283950615,8.849509868014138e-06,1.2675310448462083e-06,-7.581979745256128e-06,2.5272878701798618e-05,2.2322920266033185e-05,0.8832757253112012,0.8808195286060145,0.2158775576950502,0.14506172839506173,3.267016168706505e-08,2.64624326005973e-08,-6.207737783789021e-09,3.631117522218119e-07,2.659891643539507e-07,0.7325270050512369,0.6718455688781495,0.21058013145549298,0.0787037037037037
shift_sq_w0.5,shift,shift,0.5,-1.5,4,16,1.0,8,80,data_heat/shift_sq_w0.5__cell_-1.50.nc,4.003459707746515e-06,1.2909654552325423e-06,-2.7124929344959173e-06,9.421328286407515e-06,7.766862046296818e-06,0.824391403227329,0.8041673465075833,0.2452820826855912,0.13580246913580246,-5.946191983241533e-09,-4.381642516010285e-09,1.5645473852471872e-09,4.137153908345681e-08,3.245847805071845e-08,0.7845605643348567,0.7631320738068095,0.17343904710170718,0.035493827160493825,6.832908184151165e-06,2.2588460821996096e-06,-4.57406015075035e-06,1.731500196910929e-05,1.4685396169017704e-05,0.8481313600320164,0.811017304797014,0.21716377825168673,0.125,-2.8560294129675867e-09,-1.8395690848927084e-08,-1.553966249003724e-08,5.2219700563682636e-08,7.12974765137312e-08,1.3653367549816369,0.4028001054361435,0.2266885289535669,0.13117283950617284,6.904510883032344e-06,2.7636422841197617e-06,-4.14086895768184e-06,2.1614656361634843e-05,1.9768066071264383e-05,0.9145676776222968,0.8162246006644476,0.21967005214737748,0.10030864197530864,3.404144521823582e-08,-2.857264054269549e-08,-6.261409032040031e-08,2.8629131065827096e-07,2.1728881093511607e-07,0.7589780159080025,0.5199584900311971,0.25944681108843776,0.2006172839506173
