config,family,pattern,width,center_lat,n_gliders_cell,n_gliders_total,cell_height_deg,min_depth,max_depth,nc_path,rms,mean_bias,corr,w_est_std,w_model_std,w_est_mean,w_model_mean,norm_rms,n,w_est_mean_se,w_model_mean_se,mean_bias_se,n_eff,n_eff_model,n_eff_est,tau
equator_3cell_w0.25,equator,equator_3cell,0.25,0.0,2,6,2.0,8,120,data/equator_3cell_w0.25__cell_+0.00.nc,4.732021811887232e-05,-2.563865251671868e-06,0.7393264032625461,6.979059073253954e-05,5.652341110744291e-05,5.637538571297885e-06,8.201403822969753e-06,0.8371790943211719,36936,1.0304394744562866e-05,4.942160030239915e-06,6.270642765243402e-06,37.90153860206324,88.91405183873637,28.72735944974402,17.096931256630434
equator_3cell_w0.25,equator,equator_3cell,0.25,1.0,2,6,2.0,8,120,data/equator_3cell_w0.25__cell_+1.00.nc,7.703582771841299e-05,-4.3370337606063034e-06,0.6126940467401252,9.706004236706184e-05,6.508177107119508e-05,-2.0518612236974633e-06,2.2851725369088423e-06,1.183677494488295,36936,1.041872491695203e-05,7.41605646056994e-06,8.274346005815693e-06,59.25137816497271,60.37129173296639,58.99968973784001,10.936454476987581
equator_3cell_w0.5,equator,equator_3cell,0.5,-1.0,2,6,2.0,8,120,data/equator_3cell_w0.5__cell_-1.00.nc,4.695294717211572e-05,-2.146724624094521e-06,0.7135236604804577,6.661646895846021e-05,5.217446088032926e-05,3.7892579046926087e-06,5.9359825287871305e-06,0.8999220380984876,36936,1.0757216850363692e-05,8.021908362676918e-06,7.526295849298569e-06,27.284604548308348,34.044948779306104,27.535757956479426,23.74965702188182
equator_3cell_w0.5,equator,equator_3cell,0.5,0.0,2,6,2.0,8,120,data/equator_3cell_w0.5__cell_+0.00.nc,3.9886023572773715e-05,-1.6419656208201423e-06,0.7851958669757035,6.412237742493814e-05,5.374032915576733e-05,6.532884922703786e-06,8.174850543523929e-06,0.7421990932947832,36936,9.601118449926688e-06,4.880570446982437e-06,5.552198382069303e-06,33.43805788865279,85.02035761139153,28.667241788833145,19.379115921080416
equator_3cell_w0.5,equator,equator_3cell,0.5,1.0,2,6,2.0,8,120,data/equator_3cell_w0.5__cell_+1.00.nc,4.921408675803653e-05,-6.097169293584859e-06,0.7630444480188905,7.522948816026513e-05,6.193447760897454e-05,-3.738703666166911e-06,2.358465627417947e-06,0.7946153525141743,36936,8.579566290012775e-06,7.090406503763892e-06,6.6147720942879475e-06,35.903479446987006,60.16726990024036,51.61084316666672,18.0483900162601
equator_3cell_w0.75,equator,equator_3cell,0.75,-1.0,2,6,2.0,8,120,data/equator_3cell_w0.75__cell_-1.00.nc,3.685862100564797e-05,-5.093884053258979e-07,0.7559384109045264,5.4860248040225e-05,4.974701233779212e-05,5.844374391465261e-06,6.3537627967911595e-06,0.7409212990595414,36936,8.760050641059716e-06,7.848929452867691e-06,5.7852428735801575e-06,28.590650699597006,32.37334032480399,27.536157625875635,22.664751733304684
equator_3cell_w0.75,equator,equator_3cell,0.75,0.0,2,6,2.0,8,120,data/equator_3cell_w0.75__cell_+0.00.nc,3.7178212318717026e-05,-1.1384675708639985e-06,0.7943770195380379,6.094475365310541e-05,5.1651900979595175e-05,7.415772501592656e-06,8.554240072456657e-06,0.7197840082091866,36936,9.223724341059399e-06,4.828496878367475e-06,5.112702311111047e-06,34.271222199885756,81.88286077722196,28.433707581145992,18.90799214047756
equator_3cell_w0.75,equator,equator_3cell,0.75,1.0,2,6,2.0,8,120,data/equator_3cell_w0.75__cell_+1.00.nc,4.022190312228825e-05,-4.784878536148453e-06,0.7673210584166288,5.8442351439520315e-05,5.8642109667745844e-05,-2.508863090980363e-06,2.2760154451680885e-06,0.6858877238587987,36936,6.495716736584044e-06,6.630348174169166e-06,6.064291495850529e-06,30.784667176393246,62.33940151035113,53.79007113216685,21.04943984896835
equator_3cell_w1.0,equator,equator_3cell,1.0,-1.0,2,6,2.0,8,120,data/equator_3cell_w1.0__cell_-1.00.nc,3.2700479226470094e-05,-1.5177477264086957e-06,0.7773315424299795,5.020192675848191e-05,4.736746696828129e-05,5.1530954391291165e-06,6.67084316553781e-06,0.6903573553630667,36936,8.036090733421257e-06,5.429209384982121e-06,4.786420234780608e-06,32.935798056756745,61.4550658629719,27.159089946888034,19.674640914525025
equator_3cell_w1.0,equator,equator_3cell,1.0,0.0,2,6,2.0,8,120,data/equator_3cell_w1.0__cell_+0.00.nc,3.230701918472206e-05,9.820404962646785e-07,0.8209493476752936,5.6161707019862286e-05,4.9900295258927035e-05,9.906724167071572e-06,8.924683670806892e-06,0.6474314233429795,36936,6.392751700334849e-06,4.7706143507023575e-06,4.550596316736453e-06,32.68475405808697,79.46860449437376,50.89423354538758,19.825757258212246
